"year","adm1","adm1_code","adm2","adm2_code","type","class1","class2","unit","value"
2020,"Seoul",11,"Mapo-gu",11140,"population","all households","female","persons",192490
2020,"Seoul",11,"Mapo-gu",11140,"mortality","All causes","total","per 100k population",236.9
2020,"Seoul",11,"Mapo-gu",11140,"mortality","All causes","male","per 100k population",323.9
2020,"Seoul",11,"Mapo-gu",11140,"mortality","All causes","female","per 100k population",172.7
2015,"Seoul",11,"Mapo-gu",11140,"economy","company","total","count",36504
2010,"Seoul",11,"Mapo-gu",11140,"economy","company","total","count",28930
2020,"Seoul",11,"Mapo-gu",11140,"economy","company","total","count",58694
2010,"Seoul",11,"Mapo-gu",11140,"housing","housing types","total","count",96661
2015,"Seoul",11,"Mapo-gu",11140,"housing","housing types","total","count",112207
2020,"Seoul",11,"Mapo-gu",11140,"housing","housing types","total","count",122311
2015,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"population","all households","total","persons",172501
2015,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"population","all households","male","persons",84824
2015,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"population","all households","female","persons",87677
2010,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"population","all households","total","persons",171820
2010,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"population","all households","male","persons",83844
2010,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"population","all households","female","persons",87976
2020,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"population","all households","total","persons",165892
2020,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"population","all households","male","persons",81831
2020,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"population","all households","female","persons",84061
2020,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"mortality","All causes","total","per 100k population",357.3
2020,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"mortality","All causes","male","per 100k population",503.3
2020,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"mortality","All causes","female","per 100k population",244
2010,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"economy","company","total","count",15393
2015,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"economy","company","total","count",17214
2020,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"economy","company","total","count",22579
2010,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"housing","housing types","total","count",51838
2015,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"housing","housing types","total","count",54234
2020,"Gyeongsangnam-do",38,"Masanhappo-gu Changwon-si",38113,"housing","housing types","total","count",69200
2015,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"population","all households","total","persons",201590
2015,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"population","all households","male","persons",100539
2015,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"population","all households","female","persons",101051
2010,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"population","all households","total","persons",212567
2010,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"population","all households","male","persons",105612
2010,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"population","all households","female","persons",106955
2020,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"population","all households","total","persons",183875
2020,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"population","all households","male","persons",91437
2020,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"population","all households","female","persons",92438
2020,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"mortality","All causes","total","per 100k population",315.6
2020,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"mortality","All causes","male","per 100k population",436.9
2020,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"mortality","All causes","female","per 100k population",216.5
2015,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"economy","company","total","count",15133
2010,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"economy","company","total","count",14555
2020,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"economy","company","total","count",20848
2010,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"housing","housing types","total","count",59663
2015,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"housing","housing types","total","count",60230
2020,"Gyeongsangnam-do",38,"Masanhoewon-gu Changwon-si",38114,"housing","housing types","total","count",66670
2020,"Incheon",23,"Michuhol-gu",23090,"tax","income","general","million KRW",150120
2020,"Incheon",23,"Michuhol-gu",23090,"tax","income","labor","million KRW",140498
2020,"Incheon",23,"Michuhol-gu",23090,"population","all households","total","persons",395867
2020,"Incheon",23,"Michuhol-gu",23090,"population","all households","male","persons",198072
2020,"Incheon",23,"Michuhol-gu",23090,"population","all households","female","persons",197795
2020,"Incheon",23,"Michuhol-gu",23090,"mortality","All causes","total","per 100k population",348.7
2020,"Incheon",23,"Michuhol-gu",23090,"mortality","All causes","male","per 100k population",473.2
2020,"Incheon",23,"Michuhol-gu",23090,"mortality","All causes","female","per 100k population",242.3
2020,"Incheon",23,"Michuhol-gu",23090,"economy","company","total","count",41566
2020,"Incheon",23,"Michuhol-gu",23090,"housing","housing types","total","count",146766
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"tax","income","general","million KRW",38939
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"tax","income","labor","million KRW",53254
2010,"Gyeongsangnam-do",38,"Miryang-si",38080,"population","all households","total","persons",95444
2010,"Gyeongsangnam-do",38,"Miryang-si",38080,"population","all households","male","persons",44890
2010,"Gyeongsangnam-do",38,"Miryang-si",38080,"population","all households","female","persons",50554
2015,"Gyeongsangnam-do",38,"Miryang-si",38080,"population","all households","total","persons",98713
2015,"Gyeongsangnam-do",38,"Miryang-si",38080,"population","all households","male","persons",47389
2015,"Gyeongsangnam-do",38,"Miryang-si",38080,"population","all households","female","persons",51324
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"population","all households","total","persons",98589
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"population","all households","male","persons",47936
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"population","all households","female","persons",50653
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"mortality","All causes","total","per 100k population",337.6
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"mortality","All causes","male","per 100k population",457.9
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"mortality","All causes","female","per 100k population",234.3
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"economy","company","total","count",13462
2010,"Gyeongsangnam-do",38,"Miryang-si",38080,"economy","company","total","count",7820
2015,"Gyeongsangnam-do",38,"Miryang-si",38080,"economy","company","total","count",8965
2010,"Gyeongsangnam-do",38,"Miryang-si",38080,"housing","housing types","total","count",37815
2015,"Gyeongsangnam-do",38,"Miryang-si",38080,"housing","housing types","total","count",39459
2020,"Gyeongsangnam-do",38,"Miryang-si",38080,"housing","housing types","total","count",49162
2020,"Jeollanam-do",36,"Mokpo-si",36010,"tax","income","general","million KRW",96013
2020,"Jeollanam-do",36,"Mokpo-si",36010,"tax","income","labor","million KRW",70243
2010,"Jeollanam-do",36,"Mokpo-si",36010,"population","all households","total","persons",244071
2010,"Jeollanam-do",36,"Mokpo-si",36010,"population","all households","male","persons",120072
2010,"Jeollanam-do",36,"Mokpo-si",36010,"population","all households","female","persons",123999
2015,"Jeollanam-do",36,"Mokpo-si",36010,"population","all households","total","persons",232022
2015,"Jeollanam-do",36,"Mokpo-si",36010,"population","all households","male","persons",114408
2015,"Jeollanam-do",36,"Mokpo-si",36010,"population","all households","female","persons",117614
2020,"Jeollanam-do",36,"Mokpo-si",36010,"population","all households","total","persons",218465
2020,"Jeollanam-do",36,"Mokpo-si",36010,"population","all households","male","persons",108502
2020,"Jeollanam-do",36,"Mokpo-si",36010,"population","all households","female","persons",109963
2020,"Jeollanam-do",36,"Mokpo-si",36010,"mortality","All causes","total","per 100k population",372.2
2020,"Jeollanam-do",36,"Mokpo-si",36010,"mortality","All causes","male","per 100k population",505.8
2020,"Jeollanam-do",36,"Mokpo-si",36010,"mortality","All causes","female","per 100k population",262.7
2020,"Jeollanam-do",36,"Mokpo-si",36010,"economy","company","total","count",28781
2015,"Jeollanam-do",36,"Mokpo-si",36010,"economy","company","total","count",20519
2010,"Jeollanam-do",36,"Mokpo-si",36010,"economy","company","total","count",19109
2010,"Jeollanam-do",36,"Mokpo-si",36010,"housing","housing types","total","count",78054
2015,"Jeollanam-do",36,"Mokpo-si",36010,"housing","housing types","total","count",78443
2020,"Jeollanam-do",36,"Mokpo-si",36010,"housing","housing types","total","count",94332
2020,"Jeollanam-do",36,"Muan-gun",36420,"tax","income","general","million KRW",41960
2020,"Jeollanam-do",36,"Muan-gun",36420,"tax","income","labor","million KRW",79307
2010,"Jeollanam-do",36,"Muan-gun",36420,"population","all households","total","persons",63144
2010,"Jeollanam-do",36,"Muan-gun",36420,"population","all households","male","persons",30365
2010,"Jeollanam-do",36,"Muan-gun",36420,"population","all households","female","persons",32779
2015,"Jeollanam-do",36,"Muan-gun",36420,"population","all households","total","persons",73785
2015,"Jeollanam-do",36,"Muan-gun",36420,"population","all households","male","persons",36431
2015,"Jeollanam-do",36,"Muan-gun",36420,"population","all households","female","persons",37354
2020,"Jeollanam-do",36,"Muan-gun",36420,"population","all households","total","persons",80500
2020,"Jeollanam-do",36,"Muan-gun",36420,"population","all households","male","persons",40316
2020,"Jeollanam-do",36,"Muan-gun",36420,"population","all households","female","persons",40184
2020,"Jeollanam-do",36,"Muan-gun",36420,"mortality","All causes","total","per 100k population",348.3
2020,"Jeollanam-do",36,"Muan-gun",36420,"mortality","All causes","male","per 100k population",488.6
2020,"Jeollanam-do",36,"Muan-gun",36420,"mortality","All causes","female","per 100k population",236.1
2010,"Jeollanam-do",36,"Muan-gun",36420,"economy","company","total","count",3706
2020,"Jeollanam-do",36,"Muan-gun",36420,"economy","company","total","count",9473
2015,"Jeollanam-do",36,"Muan-gun",36420,"economy","company","total","count",5164
2010,"Jeollanam-do",36,"Muan-gun",36420,"housing","housing types","total","count",24460
2015,"Jeollanam-do",36,"Muan-gun",36420,"housing","housing types","total","count",26636
2020,"Jeollanam-do",36,"Muan-gun",36420,"housing","housing types","total","count",35403
2020,"Jeollabuk-do",35,"Muju-gun",35330,"tax","income","general","million KRW",5804
2020,"Jeollabuk-do",35,"Muju-gun",35330,"tax","income","labor","million KRW",7770
2010,"Jeollabuk-do",35,"Muju-gun",35330,"population","all households","total","persons",21358
2010,"Jeollabuk-do",35,"Muju-gun",35330,"population","all households","male","persons",10175
2010,"Jeollabuk-do",35,"Muju-gun",35330,"population","all households","female","persons",11183
2015,"Jeollabuk-do",35,"Muju-gun",35330,"population","all households","total","persons",22773
2015,"Jeollabuk-do",35,"Muju-gun",35330,"population","all households","male","persons",11106
2015,"Jeollabuk-do",35,"Muju-gun",35330,"population","all households","female","persons",11667
2020,"Jeollabuk-do",35,"Muju-gun",35330,"population","all households","total","persons",22409
2020,"Jeollabuk-do",35,"Muju-gun",35330,"population","all households","male","persons",11051
2020,"Jeollabuk-do",35,"Muju-gun",35330,"population","all households","female","persons",11358
2020,"Jeollabuk-do",35,"Muju-gun",35330,"mortality","All causes","total","per 100k population",318.4
2020,"Jeollabuk-do",35,"Muju-gun",35330,"mortality","All causes","male","per 100k population",449.4
2020,"Jeollabuk-do",35,"Muju-gun",35330,"mortality","All causes","female","per 100k population",207
2010,"Jeollabuk-do",35,"Muju-gun",35330,"economy","company","total","count",1992
2015,"Jeollabuk-do",35,"Muju-gun",35330,"economy","company","total","count",2275
2020,"Jeollabuk-do",35,"Muju-gun",35330,"economy","company","total","count",3381
2010,"Jeollabuk-do",35,"Muju-gun",35330,"housing","housing types","total","count",8940
2015,"Jeollabuk-do",35,"Muju-gun",35330,"housing","housing types","total","count",8975
2020,"Jeollabuk-do",35,"Muju-gun",35330,"housing","housing types","total","count",11195
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"tax","income","general","million KRW",25973
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"tax","income","labor","million KRW",21664
2010,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"population","all households","total","persons",66466
2010,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"population","all households","male","persons",31627
2010,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"population","all households","female","persons",34839
2015,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"population","all households","total","persons",68669
2015,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"population","all households","male","persons",33142
2015,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"population","all households","female","persons",35527
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"population","all households","total","persons",66042
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"population","all households","male","persons",32132
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"population","all households","female","persons",33910
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"mortality","All causes","total","per 100k population",315.7
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"mortality","All causes","male","per 100k population",462.6
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"mortality","All causes","female","per 100k population",199.9
2010,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"economy","company","total","count",5592
2015,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"economy","company","total","count",6021
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"economy","company","total","count",8318
2010,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"housing","housing types","total","count",25747
2015,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"housing","housing types","total","count",25988
2020,"Gyeongsangbuk-do",37,"Mungyeong-si",37090,"housing","housing types","total","count",30337
2020,"Jeollanam-do",36,"Naju-si",36040,"tax","income","general","million KRW",40549
2020,"Jeollanam-do",36,"Naju-si",36040,"tax","income","labor","million KRW",281419
2010,"Jeollanam-do",36,"Naju-si",36040,"population","all households","total","persons",73360
2010,"Jeollanam-do",36,"Naju-si",36040,"population","all households","male","persons",34317
2010,"Jeollanam-do",36,"Naju-si",36040,"population","all households","female","persons",39043
2015,"Jeollanam-do",36,"Naju-si",36040,"population","all households","total","persons",86473
2015,"Jeollanam-do",36,"Naju-si",36040,"population","all households","male","persons",42446
2015,"Jeollanam-do",36,"Naju-si",36040,"population","all households","female","persons",44027
2020,"Jeollanam-do",36,"Naju-si",36040,"population","all households","total","persons",106635
2020,"Jeollanam-do",36,"Naju-si",36040,"population","all households","male","persons",52817
2020,"Jeollanam-do",36,"Naju-si",36040,"population","all households","female","persons",53818
2020,"Jeollanam-do",36,"Naju-si",36040,"mortality","All causes","total","per 100k population",323.3
2020,"Jeollanam-do",36,"Naju-si",36040,"mortality","All causes","male","per 100k population",442.9
2020,"Jeollanam-do",36,"Naju-si",36040,"mortality","All causes","female","per 100k population",221.8
2015,"Jeollanam-do",36,"Naju-si",36040,"economy","company","total","count",7150
2010,"Jeollanam-do",36,"Naju-si",36040,"economy","company","total","count",5504
2020,"Jeollanam-do",36,"Naju-si",36040,"economy","company","total","count",14796
2010,"Jeollanam-do",36,"Naju-si",36040,"housing","housing types","total","count",31024
2015,"Jeollanam-do",36,"Naju-si",36040,"housing","housing types","total","count",33119
2020,"Jeollanam-do",36,"Naju-si",36040,"housing","housing types","total","count",54524
2020,"Busan",21,"Nam-gu",21070,"tax","income","general","million KRW",287608
2020,"Busan",21,"Nam-gu",21070,"tax","income","labor","million KRW",211666
2010,"Busan",21,"Nam-gu",21070,"population","all households","total","persons",285179
2010,"Busan",21,"Nam-gu",21070,"population","all households","male","persons",138457
2010,"Busan",21,"Nam-gu",21070,"population","all households","female","persons",146722
2015,"Busan",21,"Nam-gu",21070,"population","all households","total","persons",274178
2015,"Busan",21,"Nam-gu",21070,"population","all households","male","persons",133363
2015,"Busan",21,"Nam-gu",21070,"population","all households","female","persons",140815
2020,"Busan",21,"Nam-gu",21070,"population","all households","total","persons",260234
2020,"Busan",21,"Nam-gu",21070,"population","all households","male","persons",126653
2020,"Busan",21,"Nam-gu",21070,"population","all households","female","persons",133581
2020,"Busan",21,"Nam-gu",21070,"mortality","All causes","total","per 100k population",310.7
2020,"Busan",21,"Nam-gu",21070,"mortality","All causes","male","per 100k population",419.4
2020,"Busan",21,"Nam-gu",21070,"mortality","All causes","female","per 100k population",220.8
2010,"Busan",21,"Nam-gu",21070,"economy","company","total","count",16049
2015,"Busan",21,"Nam-gu",21070,"economy","company","total","count",15763
2020,"Busan",21,"Nam-gu",21070,"economy","company","total","count",24635
2020,"Daegu",22,"Nam-gu",22040,"tax","income","general","million KRW",63982
2020,"Daegu",22,"Nam-gu",22040,"tax","income","labor","million KRW",53383
2010,"Daegu",22,"Nam-gu",22040,"population","all households","total","persons",165909
2010,"Daegu",22,"Nam-gu",22040,"population","all households","male","persons",78570
2010,"Daegu",22,"Nam-gu",22040,"population","all households","female","persons",87339
2015,"Daegu",22,"Nam-gu",22040,"population","all households","total","persons",155760
2015,"Daegu",22,"Nam-gu",22040,"population","all households","male","persons",74717
2015,"Daegu",22,"Nam-gu",22040,"population","all households","female","persons",81043
2020,"Daegu",22,"Nam-gu",22040,"population","all households","total","persons",141340
2020,"Daegu",22,"Nam-gu",22040,"population","all households","male","persons",67678
2020,"Daegu",22,"Nam-gu",22040,"population","all households","female","persons",73662
2020,"Daegu",22,"Nam-gu",22040,"mortality","All causes","total","per 100k population",325.1
2020,"Daegu",22,"Nam-gu",22040,"mortality","All causes","male","per 100k population",438.6
2020,"Daegu",22,"Nam-gu",22040,"mortality","All causes","female","per 100k population",232.7
2010,"Daegu",22,"Nam-gu",22040,"economy","company","total","count",13387
2015,"Daegu",22,"Nam-gu",22040,"economy","company","total","count",13904
2020,"Daegu",22,"Nam-gu",22040,"economy","company","total","count",17705
2020,"Gwangju",24,"Nam-gu",24030,"tax","income","general","million KRW",249424
2020,"Gwangju",24,"Nam-gu",24030,"tax","income","labor","million KRW",53449
2010,"Gwangju",24,"Nam-gu",24030,"population","all households","total","persons",208837
2010,"Gwangju",24,"Nam-gu",24030,"population","all households","male","persons",99873
2010,"Gwangju",24,"Nam-gu",24030,"population","all households","female","persons",108964
2015,"Gwangju",24,"Nam-gu",24030,"population","all households","total","persons",215067
2015,"Gwangju",24,"Nam-gu",24030,"population","all households","male","persons",103242
2015,"Gwangju",24,"Nam-gu",24030,"population","all households","female","persons",111825
2020,"Gwangju",24,"Nam-gu",24030,"population","all households","total","persons",209824
2020,"Gwangju",24,"Nam-gu",24030,"population","all households","male","persons",100897
2020,"Gwangju",24,"Nam-gu",24030,"population","all households","female","persons",108927
2020,"Gwangju",24,"Nam-gu",24030,"mortality","All causes","total","per 100k population",291.2
2020,"Gwangju",24,"Nam-gu",24030,"mortality","All causes","male","per 100k population",394.6
2020,"Gwangju",24,"Nam-gu",24030,"mortality","All causes","female","per 100k population",210.9
2010,"Gwangju",24,"Nam-gu",24030,"economy","company","total","count",11587
2015,"Gwangju",24,"Nam-gu",24030,"economy","company","total","count",12988
2020,"Gwangju",24,"Nam-gu",24030,"economy","company","total","count",18586
2010,"Incheon",23,"Nam-gu",23030,"population","all households","total","persons",406898
2010,"Incheon",23,"Nam-gu",23030,"population","all households","male","persons",202166
2010,"Incheon",23,"Nam-gu",23030,"population","all households","female","persons",204732
2015,"Incheon",23,"Nam-gu",23030,"population","all households","total","persons",393464
2015,"Incheon",23,"Nam-gu",23030,"population","all households","male","persons",197212
2015,"Incheon",23,"Nam-gu",23030,"population","all households","female","persons",196252
2015,"Incheon",23,"Nam-gu",23030,"economy","company","total","count",26577
2010,"Incheon",23,"Nam-gu",23030,"economy","company","total","count",25174
2020,"Ulsan",26,"Nam-gu",26020,"tax","income","general","million KRW",344054
2020,"Ulsan",26,"Nam-gu",26020,"tax","income","labor","million KRW",364080
2010,"Ulsan",26,"Nam-gu",26020,"population","all households","total","persons",328373
2010,"Ulsan",26,"Nam-gu",26020,"population","all households","male","persons",165059
2010,"Ulsan",26,"Nam-gu",26020,"population","all households","female","persons",163314
2015,"Ulsan",26,"Nam-gu",26020,"population","all households","total","persons",330190
2015,"Ulsan",26,"Nam-gu",26020,"population","all households","male","persons",166675
2015,"Ulsan",26,"Nam-gu",26020,"population","all households","female","persons",163515
2020,"Ulsan",26,"Nam-gu",26020,"population","all households","total","persons",311328
2020,"Ulsan",26,"Nam-gu",26020,"population","all households","male","persons",157658
2020,"Ulsan",26,"Nam-gu",26020,"population","all households","female","persons",153670
2020,"Ulsan",26,"Nam-gu",26020,"mortality","All causes","total","per 100k population",315.9
2020,"Ulsan",26,"Nam-gu",26020,"mortality","All causes","male","per 100k population",419.7
2020,"Ulsan",26,"Nam-gu",26020,"mortality","All causes","female","per 100k population",225.6
2015,"Ulsan",26,"Nam-gu",26020,"economy","company","total","count",30018
2010,"Ulsan",26,"Nam-gu",26020,"economy","company","total","count",27148
2020,"Ulsan",26,"Nam-gu",26020,"economy","company","total","count",42627
2010,"Busan",21,"Nam-gu",21070,"housing","housing types","total","count",87120
2015,"Busan",21,"Nam-gu",21070,"housing","housing types","total","count",90084
2020,"Busan",21,"Nam-gu",21070,"housing","housing types","total","count",108223
2010,"Daegu",22,"Nam-gu",22040,"housing","housing types","total","count",40239
2015,"Daegu",22,"Nam-gu",22040,"housing","housing types","total","count",40105
2020,"Daegu",22,"Nam-gu",22040,"housing","housing types","total","count",42607
2010,"Incheon",23,"Nam-gu",23030,"housing","housing types","total","count",118979
2015,"Incheon",23,"Nam-gu",23030,"housing","housing types","total","count",125353
2010,"Gwangju",24,"Nam-gu",24030,"housing","housing types","total","count",62408
2015,"Gwangju",24,"Nam-gu",24030,"housing","housing types","total","count",69230
2020,"Gwangju",24,"Nam-gu",24030,"housing","housing types","total","count",80737
2010,"Ulsan",26,"Nam-gu",26020,"housing","housing types","total","count",89575
2015,"Ulsan",26,"Nam-gu",26020,"housing","housing types","total","count",98298
2020,"Ulsan",26,"Nam-gu",26020,"housing","housing types","total","count",110405
2010,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"population","all households","total","persons",244322
2010,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"population","all households","male","persons",123924
2010,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"population","all households","female","persons",120398
2015,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"population","all households","total","persons",234624
2015,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"population","all households","male","persons",118745
2015,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"population","all households","female","persons",115879
2020,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"population","all households","total","persons",221531
2020,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"population","all households","male","persons",113644
2020,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"population","all households","female","persons",107887
2020,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"mortality","All causes","total","per 100k population",324.2
2020,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"mortality","All causes","male","per 100k population",431.9
2020,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"mortality","All causes","female","per 100k population",227.5
2020,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"economy","company","total","count",29454
2010,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"economy","company","total","count",17359
2015,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"economy","company","total","count",19781
2010,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"housing","housing types","total","count",74766
2015,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"housing","housing types","total","count",77211
2020,"Gyeongsangbuk-do",37,"Nam-gu Pohang-si",37011,"housing","housing types","total","count",89851
2020,"Incheon",23,"Namdong-gu",23050,"tax","income","general","million KRW",270484
2020,"Incheon",23,"Namdong-gu",23050,"tax","income","labor","million KRW",431034
2010,"Incheon",23,"Namdong-gu",23050,"population","all households","total","persons",451321
2010,"Incheon",23,"Namdong-gu",23050,"population","all households","male","persons",220684
2010,"Incheon",23,"Namdong-gu",23050,"population","all households","female","persons",230637
2015,"Incheon",23,"Namdong-gu",23050,"population","all households","total","persons",510841
2015,"Incheon",23,"Namdong-gu",23050,"population","all households","male","persons",251403
2015,"Incheon",23,"Namdong-gu",23050,"population","all households","female","persons",259438
2020,"Incheon",23,"Namdong-gu",23050,"population","all households","total","persons",514505
2020,"Incheon",23,"Namdong-gu",23050,"population","all households","male","persons",253417
2020,"Incheon",23,"Namdong-gu",23050,"population","all households","female","persons",261088
2020,"Incheon",23,"Namdong-gu",23050,"mortality","All causes","total","per 100k population",323.2
2020,"Incheon",23,"Namdong-gu",23050,"mortality","All causes","male","per 100k population",432.5
2020,"Incheon",23,"Namdong-gu",23050,"mortality","All causes","female","per 100k population",233
2015,"Incheon",23,"Namdong-gu",23050,"economy","company","total","count",36712
2020,"Incheon",23,"Namdong-gu",23050,"economy","company","total","count",57582
2010,"Incheon",23,"Namdong-gu",23050,"economy","company","total","count",31382
2010,"Incheon",23,"Namdong-gu",23050,"housing","housing types","total","count",135280
2015,"Incheon",23,"Namdong-gu",23050,"housing","housing types","total","count",164925
2020,"Incheon",23,"Namdong-gu",23050,"housing","housing types","total","count",187149
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"tax","income","general","million KRW",13418
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"tax","income","labor","million KRW",9949
2010,"Gyeongsangnam-do",38,"Namhae-gun",38350,"population","all households","total","persons",42181
2010,"Gyeongsangnam-do",38,"Namhae-gun",38350,"population","all households","male","persons",19146
2010,"Gyeongsangnam-do",38,"Namhae-gun",38350,"population","all households","female","persons",23035
2015,"Gyeongsangnam-do",38,"Namhae-gun",38350,"population","all households","total","persons",41817
2015,"Gyeongsangnam-do",38,"Namhae-gun",38350,"population","all households","male","persons",19565
2015,"Gyeongsangnam-do",38,"Namhae-gun",38350,"population","all households","female","persons",22252
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"population","all households","total","persons",39587
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"population","all households","male","persons",19051
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"population","all households","female","persons",20536
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"mortality","All causes","total","per 100k population",344.9
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"mortality","All causes","male","per 100k population",494.1
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"mortality","All causes","female","per 100k population",226.7
2010,"Gyeongsangnam-do",38,"Namhae-gun",38350,"economy","company","total","count",4019
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"economy","company","total","count",5538
2015,"Gyeongsangnam-do",38,"Namhae-gun",38350,"economy","company","total","count",4388
2010,"Gyeongsangnam-do",38,"Namhae-gun",38350,"housing","housing types","total","count",18714
2015,"Gyeongsangnam-do",38,"Namhae-gun",38350,"housing","housing types","total","count",18230
2020,"Gyeongsangnam-do",38,"Namhae-gun",38350,"housing","housing types","total","count",22950
2020,"Jeollabuk-do",35,"Namwon-si",35050,"tax","income","general","million KRW",23920
2020,"Jeollabuk-do",35,"Namwon-si",35050,"tax","income","labor","million KRW",26026
